employee_id,assignment_id,snapshot_date,utilization_pct,days_remaining_in_project,experience_years,experience_band,tenure_at_company_days,historical_bench_count,historical_bench_days_total,skill_demand_score,skill_profile,bench_risk_label
EMP00003,ASG000037,2025-05-30,90,28,9,Senior,3088,3,56,72.0,modern,0
EMP00003,ASG000038,2025-08-12,82,36,9,Senior,3162,3,56,72.0,modern,0
EMP00003,ASG000039,2025-11-30,83,34,9,Senior,3272,3,56,72.0,modern,0
EMP00004,ASG000041,2022-01-25,97,20,4,Mid,161,0,0,67.5,modern,0
EMP00004,ASG000042,2022-06-25,70,18,4,Mid,312,0,0,67.5,modern,0
EMP00004,ASG000043,2023-02-21,89,43,4,Mid,553,0,0,67.5,modern,0
EMP00004,ASG000044,2023-07-16,95,17,4,Mid,698,0,0,67.5,modern,0
EMP00004,ASG000045,2023-09-29,71,31,4,Mid,773,0,0,67.5,modern,1
EMP00004,ASG000046,2024-04-08,84,31,4,Mid,965,1,25,67.5,modern,0
EMP00004,ASG000047,2024-06-21,75,30,4,Mid,1039,1,25,67.5,modern,0
EMP00004,ASG000048,2024-11-26,99,18,4,Mid,1197,1,25,67.5,modern,0
EMP00004,ASG000049,2025-03-21,99,20,4,Mid,1312,1,25,67.5,modern,0
EMP00004,ASG000050,2025-07-20,95,15,4,Mid,1433,1,25,67.5,modern,0
EMP00004,ASG000051,2025-12-10,85,29,4,Mid,1576,1,25,67.5,modern,0
EMP00004,ASG000052,2026-05-13,77,24,4,Mid,1730,1,25,67.5,modern,0
EMP00005,ASG000054,2019-07-20,70,45,7,Senior,82,0,0,60.0,modern,0
EMP00005,ASG000055,2020-01-21,83,42,7,Senior,267,0,0,60.0,modern,0
EMP00005,ASG000056,2020-05-03,72,23,7,Senior,370,0,0,60.0,modern,0
EMP00005,ASG000057,2020-10-29,95,21,7,Senior,549,0,0,60.0,modern,0
EMP00005,ASG000058,2021-05-27,73,36,7,Senior,759,0,0,60.0,modern,0
EMP00005,ASG000059,2022-01-08,93,27,7,Senior,985,0,0,60.0,modern,1
EMP00005,ASG000060,2022-06-22,75,25,7,Senior,1150,1,26,60.0,modern,0
EMP00005,ASG000061,2022-09-25,83,17,7,Senior,1245,1,26,60.0,modern,0
EMP00005,ASG000062,2023-04-15,97,18,7,Senior,1447,1,26,60.0,modern,1
EMP00005,ASG000063,2023-10-12,75,42,7,Senior,1627,2,74,60.0,modern,0
EMP00005,ASG000064,2024-01-05,81,31,7,Senior,1712,2,74,60.0,modern,0
EMP00005,ASG000065,2024-04-06,72,45,7,Senior,1804,2,74,60.0,modern,1
EMP00005,ASG000066,2025-01-06,71,18,7,Senior,2079,3,123,60.0,modern,0
EMP00005,ASG000067,2025-03-02,85,32,7,Senior,2134,3,123,60.0,modern,0
EMP00005,ASG000068,2025-11-01,90,18,7,Senior,2378,3,123,60.0,modern,1
EMP00006,ASG000070,2024-01-10,76,19,2,Junior,45,0,0,85.3,balanced,0
EMP00006,ASG000071,2024-07-11,90,41,2,Junior,228,0,0,85.3,balanced,0
EMP00006,ASG000072,2024-12-15,88,17,2,Junior,385,0,0,85.3,balanced,0
EMP00006,ASG000073,2025-03-02,77,23,2,Junior,462,0,0,85.3,balanced,0
EMP00006,ASG000074,2025-06-15,81,15,2,Junior,567,0,0,85.3,balanced,0
EMP00006,ASG000075,2026-01-31,86,31,2,Junior,797,0,0,85.3,balanced,0
EMP00007,ASG000077,2022-02-05,97,26,4,Mid,56,0,0,68.5,balanced,0
EMP00007,ASG000078,2022-10-30,77,28,4,Mid,323,0,0,68.5,balanced,1
EMP00007,ASG000079,2023-06-14,76,39,4,Mid,550,1,4,68.5,balanced,0
EMP00007,ASG000080,2023-11-29,70,39,4,Mid,718,1,4,68.5,balanced,0
EMP00007,ASG000081,2024-02-24,73,35,4,Mid,805,1,4,68.5,balanced,0
EMP00007,ASG000082,2024-08-27,97,39,4,Mid,990,1,4,68.5,balanced,1
EMP00007,ASG000083,2025-05-14,76,40,4,Mid,1250,2,43,68.5,balanced,0
EMP00007,ASG000084,2026-02-01,99,38,4,Mid,1513,2,43,68.5,balanced,0
EMP00007,ASG000085,2026-05-12,98,35,4,Mid,1613,2,43,68.5,balanced,0
EMP00008,ASG000087,2017-05-15,73,20,9,Senior,153,0,0,53.4,balanced,0
EMP00008,ASG000088,2017-11-14,82,19,9,Senior,336,0,0,53.4,balanced,0
EMP00008,ASG000089,2018-08-10,80,15,9,Senior,605,0,0,53.4,balanced,0
EMP00008,ASG000090,2019-01-29,93,44,9,Senior,777,0,0,53.4,balanced,1
EMP00008,ASG000091,2019-10-20,95,23,9,Senior,1041,1,17,53.4,balanced,0
EMP00008,ASG000092,2020-05-28,98,28,9,Senior,1262,1,17,53.4,balanced,0
EMP00008,ASG000093,2020-10-02,75,19,9,Senior,1389,1,17,53.4,balanced,0
EMP00008,ASG000094,2021-03-30,99,35,9,Senior,1568,1,17,53.4,balanced,0
EMP00008,ASG000095,2021-11-12,94,22,9,Senior,1795,1,17,53.4,balanced,0
EMP00008,ASG000096,2022-06-22,84,28,9,Senior,2017,1,17,53.4,balanced,0
EMP00008,ASG000097,2022-12-30,81,42,9,Senior,2208,1,17,53.4,balanced,0
EMP00008,ASG000098,2023-06-23,76,35,9,Senior,2383,1,17,53.4,balanced,0
EMP00008,ASG000099,2023-11-04,71,34,9,Senior,2517,1,17,53.4,balanced,1
EMP00008,ASG000100,2024-07-01,100,35,9,Senior,2757,2,62,53.4,balanced,0
EMP00008,ASG000101,2025-01-25,74,28,9,Senior,2965,2,62,53.4,balanced,0
EMP00008,ASG000102,2025-09-20,77,16,9,Senior,3203,2,62,53.4,balanced,1
EMP00009,ASG000104,2023-09-29,77,28,3,Mid,142,0,0,75.0,modern,0
EMP00009,ASG000105,2024-01-24,88,41,3,Mid,259,0,0,75.0,modern,0
EMP00009,ASG000106,2024-05-22,99,31,3,Mid,378,0,0,75.0,modern,0
EMP00009,ASG000107,2025-02-04,94,16,3,Mid,636,0,0,75.0,modern,0
EMP00009,ASG000108,2025-04-28,91,43,3,Mid,719,0,0,75.0,modern,0
EMP00009,ASG000109,2025-10-09,91,19,3,Mid,883,0,0,75.0,modern,1
EMP00009,ASG000110,2026-04-11,70,45,3,Mid,1067,1,4,75.0,modern,0
EMP00010,ASG000112,2023-11-08,74,26,3,Mid,204,0,0,66.7,modern,1
EMP00010,ASG000113,2024-05-20,93,20,3,Mid,398,1,22,66.7,modern,1
EMP00010,ASG000114,2025-01-08,87,26,3,Mid,631,2,48,66.7,modern,0
EMP00010,ASG000115,2025-06-20,89,35,3,Mid,794,2,48,66.7,modern,0
EMP00010,ASG000116,2025-08-31,99,25,3,Mid,866,2,48,66.7,modern,0
EMP00010,ASG000117,2026-01-28,82,32,3,Mid,1016,2,48,66.7,modern,0
EMP00010,ASG000118,2026-04-27,96,25,3,Mid,1105,2,48,66.7,modern,0
EMP00011,ASG000120,2017-08-11,94,34,9,Senior,79,0,0,47.5,balanced,0
EMP00011,ASG000121,2018-02-12,97,19,9,Senior,264,0,0,47.5,balanced,0
EMP00011,ASG000122,2018-05-22,90,34,9,Senior,363,0,0,47.5,balanced,0
EMP00011,ASG000123,2019-02-02,100,21,9,Senior,619,0,0,47.5,balanced,1
EMP00011,ASG000124,2019-06-04,86,39,9,Senior,741,1,55,47.5,balanced,1
EMP00011,ASG000125,2019-12-12,74,44,9,Senior,932,2,127,47.5,balanced,0
EMP00011,ASG000126,2020-08-26,97,43,9,Senior,1190,2,127,47.5,balanced,1
EMP00011,ASG000127,2021-01-21,77,20,9,Senior,1338,3,165,47.5,balanced,0
EMP00011,ASG000128,2021-04-06,75,31,9,Senior,1413,3,165,47.5,balanced,1
EMP00011,ASG000129,2021-10-31,72,30,9,Senior,1621,4,214,47.5,balanced,0
EMP00011,ASG000130,2022-03-31,90,29,9,Senior,1772,4,214,47.5,balanced,0
EMP00011,ASG000131,2022-06-30,90,35,9,Senior,1863,4,214,47.5,balanced,0
EMP00011,ASG000132,2022-12-18,84,27,9,Senior,2034,4,214,47.5,balanced,0
EMP00011,ASG000133,2023-03-22,85,21,9,Senior,2128,4,214,47.5,balanced,0
EMP00011,ASG000134,2023-06-01,86,30,9,Senior,2199,4,214,47.5,balanced,1
EMP00011,ASG000135,2024-02-07,94,30,9,Senior,2450,5,260,47.5,balanced,0
EMP00011,ASG000136,2024-05-23,75,43,9,Senior,2556,5,260,47.5,balanced,0
EMP00011,ASG000137,2024-11-29,89,25,9,Senior,2746,5,260,47.5,balanced,1
EMP00011,ASG000138,2025-08-05,92,45,9,Senior,2995,6,321,47.5,balanced,0
EMP00011,ASG000139,2026-01-22,82,17,9,Senior,3165,6,321,47.5,balanced,1
EMP00012,ASG000141,2016-05-01,99,30,10,Senior,176,0,0,74.4,modern,0
EMP00012,ASG000142,2016-12-01,73,42,10,Senior,390,0,0,74.4,modern,0
EMP00012,ASG000143,2017-03-14,83,25,10,Senior,493,0,0,74.4,modern,0
EMP00012,ASG000144,2017-07-28,100,40,10,Senior,629,0,0,74.4,modern,0
EMP00012,ASG000145,2018-02-19,77,41,10,Senior,835,0,0,74.4,modern,0
EMP00012,ASG000146,2018-10-25,100,38,10,Senior,1083,0,0,74.4,modern,0
EMP00012,ASG000147,2019-06-13,78,39,10,Senior,1314,0,0,74.4,modern,0
EMP00012,ASG000148,2020-01-03,100,31,10,Senior,1518,0,0,74.4,modern,0
EMP00012,ASG000149,2020-07-20,91,19,10,Senior,1717,0,0,74.4,modern,0
EMP00012,ASG000150,2021-03-05,95,44,10,Senior,1945,0,0,74.4,modern,0
EMP00012,ASG000151,2021-06-17,71,37,10,Senior,2049,0,0,74.4,modern,0
EMP00012,ASG000152,2021-09-07,93,35,10,Senior,2131,0,0,74.4,modern,0
EMP00012,ASG000153,2022-03-09,97,31,10,Senior,2314,0,0,74.4,modern,0
EMP00012,ASG000154,2022-07-10,75,15,10,Senior,2437,0,0,74.4,modern,0
EMP00012,ASG000155,2023-02-13,81,17,10,Senior,2655,0,0,74.4,modern,0
EMP00012,ASG000156,2023-10-18,71,30,10,Senior,2902,0,0,74.4,modern,0
EMP00012,ASG000157,2024-02-01,74,28,10,Senior,3008,0,0,74.4,modern,0
EMP00012,ASG000158,2024-11-07,90,16,10,Senior,3288,0,0,74.4,modern,0
EMP00012,ASG000159,2025-04-13,84,42,10,Senior,3445,0,0,74.4,modern,0
EMP00012,ASG000160,2025-06-15,73,44,10,Senior,3508,0,0,74.4,modern,0
EMP00012,ASG000161,2026-02-05,95,31,10,Senior,3743,0,0,74.4,modern,0
EMP00013,ASG000163,2025-04-26,91,17,1,Junior,229,0,0,55.0,legacy,0
EMP00013,ASG000164,2025-09-06,71,43,1,Junior,362,0,0,55.0,legacy,1
EMP00013,ASG000165,2026-04-23,99,32,1,Junior,591,1,22,55.0,legacy,0
EMP00014,ASG000167,2020-12-28,71,43,5,Mid,48,0,0,68.0,modern,0
EMP00014,ASG000168,2021-06-16,83,27,5,Mid,218,0,0,68.0,modern,1
EMP00014,ASG000169,2021-09-06,85,43,5,Mid,300,1,25,68.0,modern,0
EMP00014,ASG000170,2022-05-09,100,32,5,Mid,545,1,25,68.0,modern,0
EMP00014,ASG000171,2022-11-24,74,29,5,Mid,744,1,25,68.0,modern,0
EMP00014,ASG000172,2023-04-23,89,30,5,Mid,894,1,25,68.0,modern,0
EMP00014,ASG000173,2023-07-17,73,32,5,Mid,979,1,25,68.0,modern,0
EMP00014,ASG000174,2023-09-26,94,38,5,Mid,1050,1,25,68.0,modern,0
EMP00014,ASG000175,2024-02-22,76,26,5,Mid,1199,1,25,68.0,modern,1
EMP00014,ASG000176,2024-05-16,95,25,5,Mid,1283,2,42,68.0,modern,0
EMP00014,ASG000177,2024-10-18,91,15,5,Mid,1438,2,42,68.0,modern,1
EMP00014,ASG000178,2024-12-22,87,43,5,Mid,1503,3,64,68.0,modern,0
EMP00014,ASG000179,2025-08-26,84,30,5,Mid,1750,3,64,68.0,modern,0
EMP00014,ASG000180,2026-05-16,71,23,5,Mid,2013,3,64,68.0,modern,0
EMP00015,ASG000182,2024-05-21,91,33,2,Junior,131,0,0,51.0,balanced,0
EMP00015,ASG000183,2024-12-23,73,45,2,Junior,347,0,0,51.0,balanced,1
EMP00015,ASG000184,2025-11-28,94,19,2,Junior,687,1,55,51.0,balanced,0
EMP00015,ASG000185,2026-02-26,91,16,2,Junior,777,1,55,51.0,balanced,1
EMP00016,ASG000187,2020-10-29,94,31,6,Mid,175,0,0,51.0,modern,0
EMP00016,ASG000188,2021-03-15,96,22,6,Mid,312,0,0,51.0,modern,0
EMP00016,ASG000189,2021-08-31,79,35,6,Mid,481,0,0,51.0,modern,0
EMP00016,ASG000190,2021-11-09,97,31,6,Mid,551,0,0,51.0,modern,0
EMP00016,ASG000191,2022-07-10,97,27,6,Mid,794,0,0,51.0,modern,0
EMP00016,ASG000192,2022-10-09,95,19,6,Mid,885,0,0,51.0,modern,0
EMP00016,ASG000193,2023-03-01,95,25,6,Mid,1028,0,0,51.0,modern,1
EMP00016,ASG000194,2023-12-18,96,39,6,Mid,1320,1,42,51.0,modern,1
EMP00016,ASG000195,2024-10-17,79,26,6,Mid,1624,2,98,51.0,modern,1
EMP00016,ASG000196,2025-04-09,96,21,6,Mid,1798,3,135,51.0,modern,0
EMP00016,ASG000197,2025-08-18,89,30,6,Mid,1929,3,135,51.0,modern,1
EMP00016,ASG000198,2025-12-22,97,17,6,Mid,2055,4,182,51.0,modern,0
EMP00017,ASG000200,2021-12-18,82,19,4,Mid,99,0,0,66.0,balanced,0
EMP00017,ASG000201,2022-04-19,86,42,4,Mid,221,0,0,66.0,balanced,0
EMP00017,ASG000202,2022-09-10,71,43,4,Mid,365,0,0,66.0,balanced,0
EMP00017,ASG000203,2023-03-07,82,37,4,Mid,543,0,0,66.0,balanced,0
EMP00017,ASG000204,2023-06-27,91,44,4,Mid,655,0,0,66.0,balanced,1
EMP00017,ASG000205,2023-09-29,71,15,4,Mid,749,1,4,66.0,balanced,0
EMP00017,ASG000206,2024-01-03,76,26,4,Mid,845,1,4,66.0,balanced,0
EMP00017,ASG000207,2024-04-19,81,34,4,Mid,952,1,4,66.0,balanced,1
EMP00017,ASG000208,2024-07-12,95,31,4,Mid,1036,2,22,66.0,balanced,1
EMP00017,ASG000209,2025-02-24,70,23,4,Mid,1263,3,51,66.0,balanced,0
EMP00017,ASG000210,2025-07-02,85,16,4,Mid,1391,3,51,66.0,balanced,0
EMP00017,ASG000211,2026-01-14,76,26,4,Mid,1587,3,51,66.0,balanced,0
EMP00018,ASG000213,2022-07-23,76,36,4,Mid,198,0,0,45.0,legacy,1
EMP00018,ASG000214,2023-05-26,87,33,4,Mid,505,1,38,45.0,legacy,0
EMP00018,ASG000215,2024-02-09,79,26,4,Mid,764,1,38,45.0,legacy,0
EMP00018,ASG000216,2024-06-15,79,32,4,Mid,891,1,38,45.0,legacy,0
EMP00018,ASG000217,2024-09-22,98,26,4,Mid,990,1,38,45.0,legacy,1
EMP00018,ASG000218,2025-02-13,70,22,4,Mid,1134,2,79,45.0,legacy,1
EMP00018,ASG000219,2025-09-29,71,18,4,Mid,1362,3,111,45.0,legacy,0
EMP00018,ASG000220,2026-01-10,87,17,4,Mid,1465,3,111,45.0,legacy,1
EMP00019,ASG000222,2019-10-06,93,28,7,Senior,159,0,0,64.0,modern,0
EMP00019,ASG000223,2019-12-23,74,26,7,Senior,237,0,0,64.0,modern,0
EMP00019,ASG000224,2020-04-25,70,45,7,Senior,361,0,0,64.0,modern,0
EMP00019,ASG000225,2020-07-09,93,37,7,Senior,436,0,0,64.0,modern,0
EMP00019,ASG000226,2020-12-18,75,17,7,Senior,598,0,0,64.0,modern,0
EMP00019,ASG000227,2021-05-13,85,33,7,Senior,744,0,0,64.0,modern,0
EMP00019,ASG000228,2021-08-15,79,40,7,Senior,838,0,0,64.0,modern,0
EMP00019,ASG000229,2022-03-21,85,38,7,Senior,1056,0,0,64.0,modern,1
EMP00019,ASG000230,2022-06-25,90,34,7,Senior,1152,1,14,64.0,modern,1
EMP00019,ASG000231,2023-03-21,77,31,7,Senior,1421,2,47,64.0,modern,0
EMP00019,ASG000232,2023-09-13,77,19,7,Senior,1597,2,47,64.0,modern,0
EMP00019,ASG000233,2024-05-04,88,21,7,Senior,1831,2,47,64.0,modern,0
EMP00019,ASG000234,2024-08-29,70,44,7,Senior,1948,2,47,64.0,modern,1
EMP00019,ASG000235,2025-04-11,74,38,7,Senior,2173,3,74,64.0,modern,1
EMP00019,ASG000236,2025-11-04,99,16,7,Senior,2380,4,101,64.0,modern,0
EMP00019,ASG000237,2026-01-15,84,18,7,Senior,2452,4,101,64.0,modern,0
EMP00019,ASG000238,2026-03-15,82,38,7,Senior,2511,4,101,64.0,modern,0
EMP00020,ASG000240,2023-05-26,98,22,3,Mid,199,0,0,76.4,balanced,0
EMP00020,ASG000241,2024-01-22,80,43,3,Mid,440,0,0,76.4,balanced,0
EMP00020,ASG000242,2024-05-22,95,23,3,Mid,561,0,0,76.4,balanced,0
EMP00020,ASG000243,2024-10-15,96,20,3,Mid,707,0,0,76.4,balanced,0
EMP00020,ASG000244,2025-05-07,98,25,3,Mid,911,0,0,76.4,balanced,0
EMP00020,ASG000245,2025-09-01,74,28,3,Mid,1028,0,0,76.4,balanced,0
EMP00020,ASG000246,2026-02-22,90,42,3,Mid,1202,0,0,76.4,balanced,0
EMP00021,ASG000248,2016-04-25,76,43,10,Senior,198,0,0,65.3,balanced,1
EMP00021,ASG000249,2017-01-30,75,40,10,Senior,478,1,37,65.3,balanced,0
EMP00021,ASG000250,2017-04-14,79,36,10,Senior,552,1,37,65.3,balanced,0
EMP00021,ASG000251,2017-09-29,100,25,10,Senior,720,1,37,65.3,balanced,0
EMP00021,ASG000252,2018-03-06,85,34,10,Senior,878,1,37,65.3,balanced,0
EMP00021,ASG000253,2018-11-08,89,40,10,Senior,1125,1,37,65.3,balanced,0
EMP00021,ASG000254,2019-01-29,72,42,10,Senior,1207,1,37,65.3,balanced,0
EMP00021,ASG000255,2019-09-30,91,22,10,Senior,1451,1,37,65.3,balanced,0
EMP00021,ASG000256,2020-02-20,72,34,10,Senior,1594,1,37,65.3,balanced,1
EMP00021,ASG000257,2020-10-02,77,27,10,Senior,1819,2,79,65.3,balanced,0
EMP00021,ASG000258,2021-02-27,71,44,10,Senior,1967,2,79,65.3,balanced,1
EMP00021,ASG000259,2021-10-23,85,17,10,Senior,2205,3,94,65.3,balanced,0
EMP00021,ASG000260,2021-12-25,73,38,10,Senior,2268,3,94,65.3,balanced,0
EMP00021,ASG000261,2022-04-27,78,19,10,Senior,2391,3,94,65.3,balanced,1
EMP00021,ASG000262,2022-08-02,83,23,10,Senior,2488,4,117,65.3,balanced,1
EMP00021,ASG000263,2022-11-28,84,15,10,Senior,2606,5,159,65.3,balanced,0
EMP00021,ASG000264,2023-05-19,90,36,10,Senior,2778,5,159,65.3,balanced,0
EMP00021,ASG000265,2023-09-30,71,33,10,Senior,2912,5,159,65.3,balanced,0
EMP00021,ASG000266,2024-03-11,95,25,10,Senior,3075,5,159,65.3,balanced,0
EMP00021,ASG000267,2024-11-19,99,28,10,Senior,3328,5,159,65.3,balanced,1
EMP00021,ASG000268,2025-05-03,76,30,10,Senior,3493,6,187,65.3,balanced,0
EMP00021,ASG000269,2025-10-28,84,41,10,Senior,3671,6,187,65.3,balanced,1
EMP00022,ASG000271,2017-04-05,98,17,9,Senior,47,0,0,56.8,balanced,0
EMP00022,ASG000272,2017-09-06,91,35,9,Senior,201,0,0,56.8,balanced,1
EMP00022,ASG000273,2018-03-04,88,31,9,Senior,380,1,37,56.8,balanced,0
EMP00022,ASG000274,2018-10-17,93,25,9,Senior,607,1,37,56.8,balanced,0
EMP00022,ASG000275,2019-06-24,86,18,9,Senior,857,1,37,56.8,balanced,0
EMP00022,ASG000276,2020-02-29,88,37,9,Senior,1107,1,37,56.8,balanced,1
EMP00022,ASG000277,2020-08-04,95,38,9,Senior,1264,2,86,56.8,balanced,0
EMP00022,ASG000278,2021-05-20,76,17,9,Senior,1553,2,86,56.8,balanced,1
EMP00022,ASG000279,2021-08-31,74,25,9,Senior,1656,3,128,56.8,balanced,1
EMP00022,ASG000280,2022-07-07,83,31,9,Senior,1966,4,187,56.8,balanced,0
EMP00022,ASG000281,2022-09-14,98,39,9,Senior,2035,4,187,56.8,balanced,0
EMP00022,ASG000282,2022-12-29,85,30,9,Senior,2141,4,187,56.8,balanced,1
EMP00022,ASG000283,2023-09-11,88,16,9,Senior,2397,5,198,56.8,balanced,1
EMP00022,ASG000284,2024-06-08,95,41,9,Senior,2668,6,245,56.8,balanced,0
EMP00022,ASG000285,2025-01-15,71,37,9,Senior,2889,6,245,56.8,balanced,0
EMP00022,ASG000286,2025-06-18,85,30,9,Senior,3043,6,245,56.8,balanced,0
EMP00022,ASG000287,2025-12-11,86,18,9,Senior,3219,6,245,56.8,balanced,0
EMP00022,ASG000288,2026-04-07,88,42,9,Senior,3336,6,245,56.8,balanced,0
EMP00023,ASG000290,2021-05-20,78,22,5,Mid,116,0,0,47.7,legacy,0
EMP00023,ASG000291,2022-01-04,89,32,5,Mid,345,0,0,47.7,legacy,0
EMP00023,ASG000292,2022-03-21,74,19,5,Mid,421,0,0,47.7,legacy,1
EMP00023,ASG000293,2022-09-27,77,15,5,Mid,611,1,40,47.7,legacy,0
EMP00023,ASG000294,2023-05-17,80,31,5,Mid,843,1,40,47.7,legacy,1
EMP00023,ASG000295,2023-10-02,100,40,5,Mid,981,2,103,47.7,legacy,1
EMP00023,ASG000296,2024-05-12,81,35,5,Mid,1204,3,147,47.7,legacy,0
EMP00023,ASG000297,2024-07-17,76,38,5,Mid,1270,3,147,47.7,legacy,1
EMP00023,ASG000298,2024-10-24,99,41,5,Mid,1369,4,188,47.7,legacy,0
EMP00023,ASG000299,2025-02-17,81,15,5,Mid,1485,4,188,47.7,legacy,0
EMP00023,ASG000300,2025-09-06,86,21,5,Mid,1686,4,188,47.7,legacy,1
EMP00023,ASG000301,2026-01-27,79,33,5,Mid,1829,5,261,47.7,legacy,0
EMP00024,ASG000303,2023-09-04,89,21,3,Mid,227,0,0,75.2,modern,0
EMP00024,ASG000304,2023-10-22,77,40,3,Mid,275,0,0,75.2,modern,0
EMP00024,ASG000305,2024-02-11,98,19,3,Mid,387,0,0,75.2,modern,0
EMP00024,ASG000306,2024-07-08,75,15,3,Mid,535,0,0,75.2,modern,0
EMP00024,ASG000307,2024-12-11,73,24,3,Mid,691,0,0,75.2,modern,1
EMP00024,ASG000308,2025-09-14,92,40,3,Mid,968,1,31,75.2,modern,0
EMP00024,ASG000309,2026-05-15,71,33,3,Mid,1211,1,31,75.2,modern,0
EMP00025,ASG000311,2021-03-10,95,20,5,Mid,202,0,0,72.5,modern,0
EMP00025,ASG000312,2021-06-30,100,42,5,Mid,314,0,0,72.5,modern,0
EMP00025,ASG000313,2022-02-18,94,24,5,Mid,547,0,0,72.5,modern,0
EMP00025,ASG000314,2022-09-11,80,31,5,Mid,752,0,0,72.5,modern,0
EMP00025,ASG000315,2023-03-09,96,40,5,Mid,931,0,0,72.5,modern,0
EMP00025,ASG000316,2023-07-04,83,24,5,Mid,1048,0,0,72.5,modern,0
EMP00025,ASG000317,2024-03-19,87,18,5,Mid,1307,0,0,72.5,modern,0
EMP00025,ASG000318,2024-09-25,89,20,5,Mid,1497,0,0,72.5,modern,0
EMP00025,ASG000319,2025-02-09,99,17,5,Mid,1634,0,0,72.5,modern,0
EMP00025,ASG000320,2025-04-22,95,36,5,Mid,1706,0,0,72.5,modern,0
EMP00025,ASG000321,2025-12-03,92,36,5,Mid,1931,0,0,72.5,modern,0
EMP00025,ASG000322,2026-05-06,91,22,5,Mid,2085,0,0,72.5,modern,0
EMP00026,ASG000324,2011-07-30,95,34,15,Senior,189,0,0,44.5,legacy,0
EMP00026,ASG000325,2012-01-21,89,41,15,Senior,364,0,0,44.5,legacy,1
EMP00026,ASG000326,2012-08-12,95,37,15,Senior,568,1,63,44.5,legacy,1
EMP00026,ASG000327,2013-02-18,98,35,15,Senior,758,2,116,44.5,legacy,1
EMP00026,ASG000328,2013-09-21,77,42,15,Senior,973,3,184,44.5,legacy,0
EMP00026,ASG000329,2014-01-05,96,26,15,Senior,1079,3,184,44.5,legacy,0
EMP00026,ASG000330,2014-08-02,74,29,15,Senior,1288,3,184,44.5,legacy,0
EMP00026,ASG000331,2015-02-03,96,18,15,Senior,1473,3,184,44.5,legacy,0
